,YM,Type,BAS_ID,TotalSpent,DisSpent,NumofSpent,NumofDisSpent
17358,202006,사무서비스,63103,2389000,497470,17,4
17359,202006,사무서비스,63111,50000,0,1,0
17360,202006,사무서비스,63123,743000,0,5,0
17361,202006,사무서비스,63127,1353000,33000,83,5
17362,202006,사무서비스,63135,100000,0,1,0
17363,202006,사무서비스,63138,3513100,55103,199,6
17364,202006,사무서비스,63144,770000,0,1,0
17365,202006,사무서비스,63168,1255090,0,6,0
17366,202006,사무서비스,63173,830000,0,13,0
17367,202006,사무서비스,63182,1400000,430000,7,1
17368,202006,사무서비스,63183,1814000,263400,32,6
17369,202006,사무서비스,63184,8900,0,1,0
17370,202006,사무서비스,63185,115000,0,2,0
17371,202006,사무서비스,63197,140000,0,2,0
17372,202006,사무서비스,63198,1339300,0,62,0
17373,202006,사무서비스,63200,2700000,0,2,0
17374,202006,사무서비스,63206,273000,0,4,0
17375,202006,사무서비스,63207,2558000,91850,24,1
17376,202006,사무서비스,63208,91080,0,1,0
17377,202006,사무서비스,63209,270000,0,22,0
17378,202006,사무서비스,63210,594000,0,3,0
17379,202006,사무서비스,63215,290000,0,4,0
17380,202006,사무서비스,63219,20000,0,2,0
17381,202006,사무서비스,63222,565000,0,4,0
17382,202006,사무서비스,63223,2036000,70000,23,1
17383,202006,사무서비스,63231,2741000,90000,47,1
17384,202006,사무서비스,63232,973500,29000,82,3
17385,202006,사무서비스,63237,3937000,13000,101,2
17386,202006,사무서비스,63238,26000,0,6,0
17387,202006,사무서비스,63243,1099000,0,6,0
17388,202006,사무서비스,63245,444000,210000,9,4
17389,202006,사무서비스,63247,682000,0,4,0
17390,202006,사무서비스,63256,55000,0,1,0
17391,202006,사무서비스,63258,2159040,1890,48,1
17392,202006,사무서비스,63261,70000,0,1,0
17393,202006,사무서비스,63272,1564000,0,2,0
17394,202006,사무서비스,63274,2000000,0,1,0
17395,202006,사무서비스,63275,3721000,68000,128,7
17396,202006,사무서비스,63278,540000,0,1,0
17397,202006,사무서비스,63289,280000,0,2,0
17398,202006,사무서비스,63302,160000,0,1,0
17399,202006,사무서비스,63323,3603600,225000,250,11
17400,202006,사무서비스,63325,616500,31500,57,3
17401,202006,사무서비스,63331,515500,0,22,0
17402,202006,사무서비스,63333,9334307,211060,94,2
17403,202006,사무서비스,63528,56000,0,1,0
17404,202006,사무서비스,63545,52000,0,2,0
17405,202006,사무서비스,63566,354100,0,4,0
17406,202006,사무서비스,63569,236500,0,1,0
17407,202006,사무서비스,63584,85000,0,2,0
17408,202006,사무서비스,63587,132000,0,1,0
17409,202006,사무서비스,63590,247000,0,3,0
17410,202006,사무서비스,63594,423000,12000,4,1
17411,202006,사무서비스,63595,1500000,0,1,0
17412,202006,사무서비스,63640,240000,124000,3,1
17413,202006,사무서비스,63644,400000,0,2,0
17414,202006,사무서비스(회원제형태),63298,120000,0,1,0
17415,202006,사무통신기기수리,63025,2245000,0,4,0
17416,202006,사무통신기기수리,63088,414000,10000,6,1
17417,202006,사무통신기기수리,63090,790000,0,10,0
17418,202006,사무통신기기수리,63133,900000,130000,10,3
17419,202006,사무통신기기수리,63166,445000,103670,11,2
17420,202006,사무통신기기수리,63199,360000,100000,6,3
17421,202006,사무통신기기수리,63200,22000,0,1,0
17422,202006,사무통신기기수리,63206,4181010,160000,32,3
17423,202006,사무통신기기수리,63207,1315000,70000,12,1
17424,202006,사무통신기기수리,63253,30000,0,1,0
17425,202006,사무통신기기수리,63304,2137000,0,9,0
17426,202006,사무통신기기수리,63559,140000,68630,1,1
17427,202006,사무통신기기수리,63589,1240000,80000,10,2
17428,202006,사무통신기기수리,63591,74000,0,1,0
17429,202006,사우나,63002,4601000,836110,159,21
17430,202006,사우나,63031,1013000,24000,121,4
17431,202006,사우나,63032,1322500,141000,136,8
17432,202006,사우나,63081,1063000,33740,47,6
17433,202006,사우나,63096,3429500,186000,110,15
17434,202006,사우나,63097,299000,72580,2,1
17435,202006,사우나,63100,9040000,772890,231,23
17436,202006,사우나,63107,16908000,912160,729,54
17437,202006,사우나,63109,16023000,309790,132,11
17438,202006,사우나,63112,13977400,646830,1125,71
17439,202006,사우나,63118,1263200,475000,29,5
17440,202006,사우나,63119,130000,0,17,0
17441,202006,사우나,63122,289000,0,8,0
17442,202006,사우나,63123,179000,0,8,0
17443,202006,사우나,63125,1108000,118000,54,4
17444,202006,사우나,63127,553000,200000,9,1
17445,202006,사우나,63131,1547000,226000,138,23
17446,202006,사우나,63132,4013000,342000,244,16
17447,202006,사우나,63134,784500,22630,74,4
17448,202006,사우나,63142,8252900,810330,658,30
17449,202006,사우나,63150,14338300,729840,1249,72
17450,202006,사우나,63156,250000,0,1,0
17451,202006,사우나,63158,113000,0,18,0
17452,202006,사우나,63161,24500,0,4,0
17453,202006,사우나,63166,444600,15000,36,3
17454,202006,사우나,63170,997000,38000,25,1
17455,202006,사우나,63173,10000,0,1,0
17456,202006,사우나,63179,2634000,145240,198,10
17457,202006,사우나,63180,333800,0,40,0
17458,202006,사우나,63182,4380000,391730,156,21
17459,202006,사우나,63183,34000,0,1,0
17460,202006,사우나,63184,308500,40500,44,9
17461,202006,사우나,63192,3472800,1097200,40,9
17462,202006,사우나,63207,697000,58445,62,2
17463,202006,사우나,63218,454000,16500,20,2
17464,202006,사우나,63221,1953500,61830,212,7
17465,202006,사우나,63235,1313000,26000,56,4
17466,202006,사우나,63238,458500,24000,55,4
17467,202006,사우나,63245,2399000,73000,160,8
17468,202006,사우나,63252,41500,5500,7,1
17469,202006,사우나,63262,496000,47000,68,6
17470,202006,사우나,63264,1146000,275430,42,5
17471,202006,사우나,63269,133000,16500,16,3
17472,202006,사우나,63279,26000,0,2,0
17473,202006,사우나,63283,85500,0,7,0
17474,202006,사우나,63290,1892000,501040,87,14
17475,202006,사우나,63300,12561930,476000,492,35
17476,202006,사우나,63318,16412000,2396390,573,71
17477,202006,사우나,63331,14765000,524000,375,20
17478,202006,사우나,63357,3567000,474940,255,24
17479,202006,사우나,63506,1504000,170000,61,2
17480,202006,사우나,63510,3704000,762500,63,8
17481,202006,사우나,63521,127000,25000,16,5
17482,202006,사우나,63528,26261000,1528390,973,44
17483,202006,사우나,63537,3729400,602730,231,23
17484,202006,사우나,63546,331000,8500,51,1
17485,202006,사우나,63584,1719500,181850,106,12
17486,202006,사우나,63595,78200,0,13,0
17487,202006,사우나,63597,1747500,103360,224,18
17488,202006,사우나,63606,39000,0,3,0
17489,202006,사우나,63621,439500,11000,54,2
17490,202006,사우나,63629,900000,0,10,0
17491,202006,사우나,63635,8539300,319390,623,24
17492,202006,사우나,63640,15000,0,2,0
17493,202006,사우나,63641,898000,0,29,0
17494,202006,사진관,63017,1650000,0,28,0
17495,202006,사진관,63024,735000,0,18,0
17496,202006,사진관,63029,622000,15000,16,1
17497,202006,사진관,63030,433000,0,4,0
17498,202006,사진관,63043,70000,0,2,0
17499,202006,사진관,63053,2616300,189500,55,5
17500,202006,사진관,63054,230000,20000,10,1
17501,202006,사진관,63056,310000,60000,3,1
17502,202006,사진관,63062,10000,0,1,0
17503,202006,사진관,63067,580000,580000,1,1
17504,202006,사진관,63070,995900,63000,46,3
17505,202006,사진관,63074,32500,0,4,0
17506,202006,사진관,63076,960000,0,2,0
17507,202006,사진관,63088,869300,68000,43,3
17508,202006,사진관,63096,48000,0,3,0
17509,202006,사진관,63097,866000,12000,28,2
17510,202006,사진관,63103,269000,0,20,0
17511,202006,사진관,63108,1149500,9500,3,1
17512,202006,사진관,63113,1000000,0,1,0
17513,202006,사진관,63115,2165000,0,88,0
17514,202006,사진관,63119,1060600,45000,53,2
17515,202006,사진관,63124,722000,53000,25,2
17516,202006,사진관,63125,879600,81000,45,4
17517,202006,사진관,63132,86000,20000,3,1
17518,202006,사진관,63138,150000,15000,4,1
17519,202006,사진관,63139,644050,43700,38,4
17520,202006,사진관,63140,516000,18000,26,1
17521,202006,사진관,63145,100000,0,1,0
17522,202006,사진관,63146,1290000,0,3,0
17523,202006,사진관,63147,21549000,1400060,66,6
17524,202006,사진관,63156,170800,60000,6,1
17525,202006,사진관,63168,1394300,214400,80,9
17526,202006,사진관,63169,120000,0,3,0
17527,202006,사진관,63170,50000,0,3,0
17528,202006,사진관,63173,287000,0,7,0
17529,202006,사진관,63175,2084300,17700,100,1
17530,202006,사진관,63198,25000,0,2,0
17531,202006,사진관,63207,4369300,447890,214,22
17532,202006,사진관,63209,1005000,90000,41,3
17533,202006,사진관,63218,1090000,377380,3,1
17534,202006,사진관,63229,64500,30000,5,2
17535,202006,사진관,63231,824000,0,7,0
17536,202006,사진관,63232,9538000,266500,30,5
17537,202006,사진관,63237,1535000,287110,21,2
17538,202006,사진관,63238,20000,0,2,0
17539,202006,사진관,63248,920000,491980,14,2
17540,202006,사진관,63250,40900,0,2,0
17541,202006,사진관,63251,488000,0,9,0
17542,202006,사진관,63264,631000,132970,19,1
17543,202006,사진관,63265,135000,33000,9,2
17544,202006,사진관,63273,750250,221800,29,9
17545,202006,사진관,63275,305000,80000,14,3
17546,202006,사진관,63277,336800,0,4,0
17547,202006,사진관,63300,232850,20000,10,1
17548,202006,사진관,63319,352000,118000,10,2
17549,202006,사진관,63321,1060430,66000,32,4
17550,202006,사진관,63334,20000,0,1,0
17551,202006,사진관,63339,350000,0,13,0
17552,202006,사진관,63343,888300,330300,10,1
17553,202006,사진관,63348,340000,0,13,0
17554,202006,사진관,63355,1650000,0,38,0
17555,202006,사진관,63361,188000,170000,3,2
17556,202006,사진관,63364,50000,0,1,0
17557,202006,사진관,63508,751800,106000,29,6
17558,202006,사진관,63513,1025000,15000,14,1
17559,202006,사진관,63528,534500,20000,19,1
17560,202006,사진관,63545,910000,0,27,0
17561,202006,사진관,63546,316000,0,14,0
17562,202006,사진관,63558,1690000,0,1,0
17563,202006,사진관,63561,80000,0,2,0
17564,202006,사진관,63566,124000,10000,5,1
17565,202006,사진관,63569,360000,0,6,0
17566,202006,사진관,63571,900000,0,2,0
17567,202006,사진관,63584,1676000,40000,27,1
17568,202006,사진관,63589,1119000,345510,25,6
17569,202006,사진관,63590,185000,57136,3,1
17570,202006,사진관,63591,415400,95000,27,4
17571,202006,사진관,63592,2340000,20000,16,1
17572,202006,사진관,63611,640000,0,6,0
17573,202006,사진관,63621,5000,0,2,0
17574,202006,사진관,63624,265000,0,10,0
17575,202006,사진관,63629,114000,18000,5,1
17576,202006,사진관,63640,424100,117400,56,8
17577,202006,산후조리원,63087,13960000,0,11,0
17578,202006,산후조리원,63122,24000,0,1,0
17579,202006,산후조리원,63146,2750000,0,3,0
17580,202006,산후조리원,63147,1605270,0,11,0
17581,202006,산후조리원,63164,4900000,0,2,0
17582,202006,산후조리원,63183,2450000,800000,2,1
17583,202006,산후조리원,63185,12760000,50000,11,1
17584,202006,산후조리원,63584,2090000,0,4,0
17585,202006,상품권,63002,150000,0,1,0
17586,202006,상품권,63010,1000000,0,5,0
17587,202006,상품권,63013,10000,0,1,0
17588,202006,상품권,63019,1000000,0,7,0
17589,202006,상품권,63031,150000,0,1,0
17590,202006,상품권,63032,3950000,0,7,0
17591,202006,상품권,63034,15000,0,1,0
17592,202006,상품권,63044,100000,0,1,0
17593,202006,상품권,63051,1000000,0,1,0
17594,202006,상품권,63054,1000000,0,1,0
17595,202006,상품권,63062,200000,0,1,0
17596,202006,상품권,63070,150000,0,2,0
17597,202006,상품권,63082,330000,0,9,0
17598,202006,상품권,63084,10000,0,1,0
17599,202006,상품권,63085,2900000,0,3,0
17600,202006,상품권,63092,500000,0,1,0
17601,202006,상품권,63093,30000,0,1,0
17602,202006,상품권,63094,12385000,0,26,0
17603,202006,상품권,63098,30000,0,1,0
17604,202006,상품권,63122,1700000,0,3,0
17605,202006,상품권,63123,1000000,0,1,0
17606,202006,상품권,63124,1000000,0,1,0
17607,202006,상품권,63125,30000,0,1,0
17608,202006,상품권,63127,180000,0,4,0
17609,202006,상품권,63129,10000,0,1,0
17610,202006,상품권,63133,50000,0,1,0
17611,202006,상품권,63136,30000,0,3,0
17612,202006,상품권,63139,100000,0,1,0
17613,202006,상품권,63140,10000,0,1,0
17614,202006,상품권,63148,3840000,0,11,0
17615,202006,상품권,63156,55000,0,1,0
17616,202006,상품권,63166,620000,0,5,0
17617,202006,상품권,63168,100000,0,1,0
17618,202006,상품권,63172,140000,0,1,0
17619,202006,상품권,63185,2320000,0,4,0
17620,202006,상품권,63188,1100000,0,2,0
17621,202006,상품권,63192,194462000,0,578,0
17622,202006,상품권,63208,160000,0,2,0
17623,202006,상품권,63218,150000,0,3,0
17624,202006,상품권,63225,45000,0,2,0
17625,202006,상품권,63234,15000,0,1,0
17626,202006,상품권,63237,4300000,0,5,0
17627,202006,상품권,63239,30000,0,2,0
17628,202006,상품권,63240,20000,0,2,0
17629,202006,상품권,63245,1580000,0,6,0
17630,202006,상품권,63246,10000,0,1,0
17631,202006,상품권,63247,10000,0,1,0
17632,202006,상품권,63266,1110000,0,2,0
17633,202006,상품권,63273,810000,0,5,0
17634,202006,상품권,63300,4400000,0,5,0
17635,202006,상품권,63306,17145000,0,56,0
17636,202006,상품권,63309,20000,0,1,0
17637,202006,상품권,63319,2000000,0,3,0
17638,202006,상품권,63323,150000,0,1,0
17639,202006,상품권,63325,30000,0,1,0
17640,202006,상품권,63331,500000,0,1,0
17641,202006,상품권,63334,4900000,0,10,0
17642,202006,상품권,63509,500000,0,1,0
17643,202006,상품권,63535,1033200,0,4,0
17644,202006,상품권,63546,2600000,0,4,0
17645,202006,상품권,63566,1580000,0,2,0
17646,202006,상품권,63572,115000,0,2,0
17647,202006,상품권,63584,1941250,0,31,0
17648,202006,상품권,63587,10000,0,1,0
17649,202006,상품권,63588,1530000,0,3,0
17650,202006,상품권,63589,979000,0,7,0
17651,202006,상품권,63590,30000,0,1,0
17652,202006,상품권,63592,40000,0,2,0
17653,202006,상품권,63595,1000000,0,1,0
17654,202006,상품권,63596,50000,0,5,0
17655,202006,상품권,63619,600000,0,2,0
17656,202006,상품권,63629,500000,0,1,0
17657,202006,상품권,63635,40000,0,2,0
17658,202006,상품권,63641,1620000,0,4,0
17659,202006,서양음식,63000,797000,99500,87,14
17660,202006,서양음식,63002,6621000,183780,410,19
17661,202006,서양음식,63003,23557800,272300,933,11
17662,202006,서양음식,63004,7740300,180000,503,10
17663,202006,서양음식,63005,15045300,301110,496,10
17664,202006,서양음식,63006,18539500,329350,513,10
17665,202006,서양음식,63007,1674600,148000,115,9
17666,202006,서양음식,63008,3231750,188680,300,14
17667,202006,서양음식,63009,3631850,40000,177,1
17668,202006,서양음식,63010,32398000,526530,1762,29
17669,202006,서양음식,63011,31031740,655420,1462,34
17670,202006,서양음식,63012,42365150,454150,2580,30
17671,202006,서양음식,63013,14783300,576540,915,36
17672,202006,서양음식,63014,8976360,252060,481,16
17673,202006,서양음식,63015,2198500,118600,163,8
17674,202006,서양음식,63016,225000,0,13,0
17675,202006,서양음식,63017,1136500,66500,63,3
17676,202006,서양음식,63018,957000,19000,34,1
17677,202006,서양음식,63019,1393940,43500,126,4
17678,202006,서양음식,63021,13833210,178160,1354,19
17679,202006,서양음식,63023,1440500,0,81,0
17680,202006,서양음식,63024,15807600,421310,918,35
17681,202006,서양음식,63025,456500,0,23,0
17682,202006,서양음식,63026,1938500,17000,128,1
17683,202006,서양음식,63027,359600,0,32,0
17684,202006,서양음식,63028,3089200,231640,238,16
17685,202006,서양음식,63029,3105500,0,96,0
17686,202006,서양음식,63031,3484100,170100,364,19
17687,202006,서양음식,63032,21300100,1457735,1684,100
17688,202006,서양음식,63034,47776910,1154289,2405,48
17689,202006,서양음식,63035,8092550,319929,398,17
17690,202006,서양음식,63036,7729200,454200,492,39
17691,202006,서양음식,63037,4054750,135500,254,6
17692,202006,서양음식,63038,4721600,201210,408,16
17693,202006,서양음식,63039,22027970,801605,1139,42
17694,202006,서양음식,63040,700000,0,19,0
17695,202006,서양음식,63043,63093050,599630,3649,40
17696,202006,서양음식,63044,10590000,584160,195,9
17697,202006,서양음식,63045,24825850,893940,977,47
17698,202006,서양음식,63046,15926700,496360,1054,27
17699,202006,서양음식,63047,29867420,783870,1583,50
17700,202006,서양음식,63049,20062925,337200,753,20
17701,202006,서양음식,63050,8472940,208500,447,11
17702,202006,서양음식,63051,9322490,211600,466,15
17703,202006,서양음식,63052,2401800,174300,191,12
17704,202006,서양음식,63053,9275000,292800,339,17
17705,202006,서양음식,63054,9635600,408180,539,34
17706,202006,서양음식,63055,8384250,564000,304,17
17707,202006,서양음식,63056,677500,32000,57,3
17708,202006,서양음식,63057,4716700,244000,182,9
17709,202006,서양음식,63058,5276750,61110,336,6
17710,202006,서양음식,63059,1571500,75840,117,6
17711,202006,서양음식,63061,988500,16740,80,3
17712,202006,서양음식,63062,13449500,352570,804,25
17713,202006,서양음식,63063,1241700,29800,237,8
17714,202006,서양음식,63064,56000,32000,4,2
17715,202006,서양음식,63065,319500,0,17,0
17716,202006,서양음식,63067,21025920,896470,1072,56
17717,202006,서양음식,63068,13758500,356820,857,29
17718,202006,서양음식,63069,60883520,4658480,5122,367
17719,202006,서양음식,63070,14831600,1280320,1536,104
17720,202006,서양음식,63071,77500,0,8,0
17721,202006,서양음식,63072,11540100,1165080,953,85
17722,202006,서양음식,63074,1639000,71000,40,2
17723,202006,서양음식,63076,2871500,253488,68,5
17724,202006,서양음식,63077,18519140,846470,803,37
17725,202006,서양음식,63078,6738400,246250,343,13
17726,202006,서양음식,63079,6302300,182620,482,16
17727,202006,서양음식,63081,10336700,624190,811,42
17728,202006,서양음식,63082,42350330,2415170,3332,216
17729,202006,서양음식,63083,95144055,5505990,6008,368
17730,202006,서양음식,63084,44868589,3450230,3669,253
17731,202006,서양음식,63085,2834200,133010,839,41
17732,202006,서양음식,63086,32756510,2604690,3667,275
17733,202006,서양음식,63087,3391540,197600,226,13
17734,202006,서양음식,63088,47779543,2910321,5840,365
17735,202006,서양음식,63089,8742620,767600,743,67
17736,202006,서양음식,63090,10048069,822230,1709,126
17737,202006,서양음식,63091,22627480,1215280,1669,119
17738,202006,서양음식,63092,37269980,2159930,3421,252
17739,202006,서양음식,63093,12728790,742410,1374,97
17740,202006,서양음식,63094,394500,23640,54,5
17741,202006,서양음식,63095,16020780,1105690,1471,86
17742,202006,서양음식,63096,13213300,1023640,2321,140
17743,202006,서양음식,63097,12955500,511210,781,48
17744,202006,서양음식,63098,18723490,920600,1471,81
17745,202006,서양음식,63099,34434787,1770829,1019,54
17746,202006,서양음식,63100,10641060,475650,1113,51
17747,202006,서양음식,63102,16362320,2417920,508,53
17748,202006,서양음식,63103,30613170,2113030,1491,116
17749,202006,서양음식,63104,2214600,104300,146,9
17750,202006,서양음식,63105,3954750,337700,249,17
17751,202006,서양음식,63108,11796230,445800,943,38
17752,202006,서양음식,63109,1998940,66400,219,11
17753,202006,서양음식,63111,10467350,174000,796,15
17754,202006,서양음식,63112,33275620,1184480,2025,74
17755,202006,서양음식,63113,1827000,212500,193,15
17756,202006,서양음식,63114,44782415,2361890,2549,129
17757,202006,서양음식,63115,234558767,3426545,24720,432
17758,202006,서양음식,63116,31697900,1923730,3420,194
17759,202006,서양음식,63118,27220288,1897060,748,69
17760,202006,서양음식,63119,12586100,753860,1807,96
17761,202006,서양음식,63120,963500,77000,87,6
17762,202006,서양음식,63121,3979800,237300,463,21
17763,202006,서양음식,63122,12190700,868220,1117,94
17764,202006,서양음식,63123,62229560,2664500,4286,208
17765,202006,서양음식,63124,39525805,1934172,1807,91
17766,202006,서양음식,63125,30672400,1224040,2143,98
17767,202006,서양음식,63127,8429400,612360,1190,82
17768,202006,서양음식,63129,2945100,75000,117,7
17769,202006,서양음식,63130,1264300,45000,158,6
17770,202006,서양음식,63131,36073170,1278210,2267,105
17771,202006,서양음식,63132,12619100,710150,1799,103
17772,202006,서양음식,63133,21562960,1213300,635,52
17773,202006,서양음식,63135,7188600,387280,1495,85
17774,202006,서양음식,63136,2191700,192770,297,25
17775,202006,서양음식,63137,7313575,319150,103,6
17776,202006,서양음식,63138,7255740,401030,924,46
17777,202006,서양음식,63139,32742330,1142910,869,55
17778,202006,서양음식,63140,5755000,45000,194,2
17779,202006,서양음식,63141,18164740,818360,1312,59
17780,202006,서양음식,63142,5642500,137500,319,11
17781,202006,서양음식,63143,5778860,406060,555,42
17782,202006,서양음식,63145,18040135,1369385,1762,128
17783,202006,서양음식,63146,5109300,367570,245,20
17784,202006,서양음식,63147,17065430,1156641,1221,73
17785,202006,서양음식,63148,1017000,9000,61,1
17786,202006,서양음식,63149,2647170,45000,52,2
17787,202006,서양음식,63150,18086530,538290,1033,32
17788,202006,서양음식,63151,2303595,15300,91,1
17789,202006,서양음식,63152,4355480,54000,271,5
17790,202006,서양음식,63153,1451200,32000,81,1
17791,202006,서양음식,63154,1711000,28000,131,1
17792,202006,서양음식,63156,2089400,76300,115,7
17793,202006,서양음식,63159,2005700,73500,151,11
17794,202006,서양음식,63160,2092850,66518,170,9
17795,202006,서양음식,63161,4274000,344300,265,16
17796,202006,서양음식,63164,314000,0,29,0
17797,202006,서양음식,63165,14773350,464910,308,11
17798,202006,서양음식,63166,5806400,186700,273,11
17799,202006,서양음식,63167,4099000,75500,337,11
17800,202006,서양음식,63168,15192650,856340,1008,56
17801,202006,서양음식,63169,6327800,492350,755,59
17802,202006,서양음식,63171,17000,5000,3,1
17803,202006,서양음식,63172,609100,21630,93,4
17804,202006,서양음식,63173,859000,98240,69,9
17805,202006,서양음식,63174,506500,0,36,0
17806,202006,서양음식,63175,763400,8000,26,1
17807,202006,서양음식,63176,5795340,412210,737,47
17808,202006,서양음식,63179,3814810,286710,325,24
17809,202006,서양음식,63180,771100,101900,81,11
17810,202006,서양음식,63181,5039600,513640,298,33
17811,202006,서양음식,63182,5346700,595690,212,23
17812,202006,서양음식,63183,3162500,286390,347,29
17813,202006,서양음식,63184,7972400,459930,684,41
17814,202006,서양음식,63185,3817200,387340,303,34
17815,202006,서양음식,63186,1686500,122800,166,13
17816,202006,서양음식,63189,13219100,689360,2361,133
17817,202006,서양음식,63190,1984400,92190,152,10
17818,202006,서양음식,63191,6718280,342670,600,28
17819,202006,서양음식,63192,12697100,787090,1763,124
17820,202006,서양음식,63195,2402700,23000,237,2
17821,202006,서양음식,63196,450100,16700,68,2
17822,202006,서양음식,63197,2188000,187610,242,20
17823,202006,서양음식,63198,11780960,391720,597,33
17824,202006,서양음식,63199,3222000,283600,346,31
17825,202006,서양음식,63200,6726380,52650,176,2
17826,202006,서양음식,63201,1512000,124160,62,6
17827,202006,서양음식,63202,1631300,58600,47,4
17828,202006,서양음식,63204,9028100,1152770,404,43
17829,202006,서양음식,63205,6799100,274420,279,18
17830,202006,서양음식,63206,17616120,610040,1025,51
17831,202006,서양음식,63207,148354670,5089350,12464,490
17832,202006,서양음식,63208,2363000,512500,117,7
17833,202006,서양음식,63209,7447400,392770,573,33
17834,202006,서양음식,63210,70293300,3566252,7974,449
17835,202006,서양음식,63211,5913900,238865,223,10
17836,202006,서양음식,63212,161700,0,20,0
17837,202006,서양음식,63213,2459940,157620,77,5
17838,202006,서양음식,63214,1144700,48000,90,3
17839,202006,서양음식,63215,4696950,88000,149,6
17840,202006,서양음식,63217,866780,26770,123,3
17841,202006,서양음식,63218,10838500,594690,683,49
17842,202006,서양음식,63219,13216810,1195490,1873,153
17843,202006,서양음식,63220,8337310,351200,702,43
17844,202006,서양음식,63222,9439730,525460,1337,76
17845,202006,서양음식,63223,16127900,958900,2120,119
17846,202006,서양음식,63224,11198700,983390,406,44
17847,202006,서양음식,63225,1217000,52340,103,5
17848,202006,서양음식,63226,439000,17000,51,3
17849,202006,서양음식,63227,26663440,1980780,1069,73
17850,202006,서양음식,63228,1755100,117000,128,16
17851,202006,서양음식,63229,13495950,933170,985,77
17852,202006,서양음식,63230,51607705,4249370,2965,230
17853,202006,서양음식,63231,60548600,3634450,5212,275
17854,202006,서양음식,63232,17174170,867400,1720,80
17855,202006,서양음식,63233,13624300,449800,619,28
17856,202006,서양음식,63234,12882700,950860,1855,118
17857,202006,서양음식,63235,6849330,484130,610,36
17858,202006,서양음식,63236,20032800,866020,1936,96
17859,202006,서양음식,63237,75662200,4446507,6629,402
17860,202006,서양음식,63238,16073690,969360,1420,91
17861,202006,서양음식,63239,2458900,18000,60,1
17862,202006,서양음식,63240,15867890,777180,828,33
17863,202006,서양음식,63241,1976344,161500,160,12
17864,202006,서양음식,63242,660000,50700,40,4
17865,202006,서양음식,63243,5833080,233120,610,20
17866,202006,서양음식,63244,1081500,43000,70,3
17867,202006,서양음식,63245,4637000,228000,313,19
17868,202006,서양음식,63246,4939600,412340,393,38
17869,202006,서양음식,63247,22343380,1363990,1280,85
17870,202006,서양음식,63248,28235030,1919513,1382,86
17871,202006,서양음식,63249,24967770,1587250,4063,266
17872,202006,서양음식,63250,5254900,571500,198,26
17873,202006,서양음식,63252,4032200,300540,311,24
17874,202006,서양음식,63253,44500,0,5,0
17875,202006,서양음식,63254,65377500,4164145,7698,485
17876,202006,서양음식,63255,11130400,711010,2018,129
17877,202006,서양음식,63256,3020000,76000,102,5
17878,202006,서양음식,63258,5688950,383170,732,31
17879,202006,서양음식,63259,3822000,82180,37,2
17880,202006,서양음식,63260,1195500,121000,108,11
17881,202006,서양음식,63261,130000,0,15,0
17882,202006,서양음식,63263,1080000,20750,114,3
17883,202006,서양음식,63264,6058400,431800,380,29
17884,202006,서양음식,63265,2179500,102800,77,7
17885,202006,서양음식,63266,4509600,128380,164,9
17886,202006,서양음식,63268,3820500,389080,423,38
17887,202006,서양음식,63270,208000,8000,20,1
17888,202006,서양음식,63272,2495190,237950,166,14
17889,202006,서양음식,63273,903000,0,14,0
17890,202006,서양음식,63274,3827700,239280,391,34
17891,202006,서양음식,63275,18891030,910380,2245,118
17892,202006,서양음식,63276,57910050,2913064,4758,227
17893,202006,서양음식,63277,44198300,1826621,4606,211
17894,202006,서양음식,63278,975400,27200,80,3
17895,202006,서양음식,63279,3346600,361600,223,19
17896,202006,서양음식,63280,506700,70000,46,5
17897,202006,서양음식,63281,11542650,736800,1077,83
17898,202006,서양음식,63282,1200000,0,14,0
17899,202006,서양음식,63283,349500,300000,5,1
17900,202006,서양음식,63284,399500,15200,63,3
17901,202006,서양음식,63286,1003500,81000,84,7
17902,202006,서양음식,63292,1265000,134500,197,15
17903,202006,서양음식,63293,1714300,138100,91,8
17904,202006,서양음식,63298,2069950,264890,79,11
17905,202006,서양음식,63300,27354580,1823000,3654,246
17906,202006,서양음식,63301,1464100,142000,86,9
17907,202006,서양음식,63303,11507970,997820,703,55
17908,202006,서양음식,63307,345900,19900,36,3
17909,202006,서양음식,63308,1471900,0,71,0
17910,202006,서양음식,63309,14113400,914000,2130,160
17911,202006,서양음식,63311,4531200,201200,360,17
17912,202006,서양음식,63313,13299600,951380,1797,121
17913,202006,서양음식,63314,27144104,2004560,1778,136
17914,202006,서양음식,63316,1014990,10100,127,2
17915,202006,서양음식,63317,10000,0,1,0
17916,202006,서양음식,63318,5193900,419620,654,46
17917,202006,서양음식,63319,11828100,992750,520,50
17918,202006,서양음식,63320,296600,22200,47,1
17919,202006,서양음식,63321,13322700,1090800,626,50
17920,202006,서양음식,63322,11897210,1041250,2058,183
17921,202006,서양음식,63323,52867160,3663463,6078,416
17922,202006,서양음식,63324,420000,0,4,0
17923,202006,서양음식,63325,1271900,44500,145,9
17924,202006,서양음식,63326,4546400,360594,103,9
17925,202006,서양음식,63327,148000,0,12,0
17926,202006,서양음식,63329,5658700,94020,228,6
17927,202006,서양음식,63331,9221020,506100,699,39
17928,202006,서양음식,63332,1218000,23000,100,2
17929,202006,서양음식,63333,53980340,2267120,3757,157
17930,202006,서양음식,63334,2319000,121480,120,7
